Election_ID,State,Constituency_Code,Constituency_Name,Round,Last_Updated_Time,Candidate_Name,Party,Gender,Age,Education,Criminal_Cases,Assets_Cr,Liabilities_Cr,Campaign_Spending_Cr,Social_Media_Followers,Speech_Sentiment,Popularity_Score,Historical_Win_Rate,Registered_Voters,EVM_Votes,Postal_Votes,Total_Votes,Vote_Percentage,Vote_Surge_Score,Constituency_Volatility,Independent_Candidate_Count,Voter_Turnout,Urban_Voter_Ratio,Rural_Voter_Ratio,Postal_Vote_Ratio,Fraud_Risk_Score,Anomaly_Score,Strategic_Manipulation_Score,Bot_Activity_Flag,Fake_News_Score,Cyber_Attack_Risk,Booth_Capture_Risk,Deepfake_Propagation_Score,Suspicious_Timing_Index,Vote_Injection_Risk,Attack_Type,Defense_Strategy,Adversarial_Pressure,Strategic_Polarization_Index,Influence_Network_Strength,Vote_Change_Per_Round,Late_Round_Surge,Time_Between_Updates_min,Sequential_Risk_Score,EVM_Device_ID,Server_Delay_ms,Network_Failure_Count,Power_Outage_Risk,Noise_Float_1,Noise_Float_2,Noise_Category,Correlated_Noise_Score,Fraud_Proxy_Duplicate,Election_Result,Fraud_Label,Risk_Category
f027b957-b7f3-40a9-933b-54a513a8de9d,West Bengal,C0349,Gorakhpur,5,2024-05-21T21:06:59.293012+05:53,Wazir Barman,Independent,Male,36,Graduate,0,7.56,1.5,2.85,2122,0.5627,0.5366,0.3366,96547,51656,3725,55381,57.36,0.1208,0.2239,5,0.5736,0.6969,0.3031,0.0673,0.3653,0.3537,0.3222,False,0.2651,0.6744,0.4854,0.2437,0.5922,0.1741,Vote Stuffing,Real-time Audit,0.8601,0.5947,0.1934,-0.0095,0.193,80.5,0.3374,EVM-NW081VJH,353.8,2,0.3881,41.133,62.32,D,0.245,0.5088,Won,0,Medium
519193a0-1bf7-49ea-9b28-03618e2090d3,Bihar,C0491,Bongaigaon,5,2024-05-20T01:41:50.960602+05:53,Saumya Dugar,SP,Male,63,Graduate,4,5.0,1.37,1.18,2640,0.5151,0.4485,0.6059,89552,66816,6165,72981,81.5,0.1896,0.0573,5,0.815,0.4122,0.5878,0.0845,0.369,0.4385,0.4329,True,0.6622,0.7205,0.5482,0.7286,0.609,0.2007,None,None,0.1481,0.256,0.0817,0.0216,0.0436,235.6,0.4092,EVM-YH157IYH,490.3,4,0.4775,87.161,47.507,B,0.5711,0.3743,Lost,1,Medium
4ba28afc-990e-479b-87fa-553a06682c4f,Andhra Pradesh,C0353,Fatehpur,4,2024-05-13T12:28:45.764519+05:53,Kashish Saraf,SP,Female,51,Post-Graduate,1,1.74,0.7,0.12,59328,0.183,0.5117,0.4676,77510,50219,13075,63294,81.66,0.1575,0.0373,2,0.8166,0.399,0.601,0.2066,0.2166,0.1307,0.2223,False,0.15,0.304,0.2479,0.1036,0.1535,0.2963,None,None,0.0502,0.165,0.0663,0.0281,0.0,41.9,0.1141,EVM-VX096MSL,170.6,1,0.3375,39.427,40.124,D,0.1548,0.2343,Won,0,Low
c7059716-96ce-4dd4-99da-f40694acdaf2,Uttar Pradesh,C0081,Alwar,4,2024-05-14T19:03:06.153296+05:53,Rachit Bains,TMC,Male,39,Graduate,0,,0.04,0.01,126575,0.5263,0.5455,0.3877,118608,78242,9759,88001,74.2,0.0805,0.0122,7,0.742,0.3807,0.6193,0.1109,0.3148,0.196,0.3142,False,0.3214,0.5165,0.3856,0.2449,0.1751,0.1885,None,None,0.0779,0.1444,0.094,0.0106,0.0,5.0,0.1601,EVM-XA851OFL,336.5,2,0.155,48.54,35.746,C,0.5883,0.1797,Lost,1,Low
239846b8-493f-4718-a418-b9ca61aa7eb2,Maharashtra,C0434,Mirzapur,5,2024-05-21T15:20:20.630325+05:53,Ishaan Seshadri,SP,Male,67,12th Pass,2,10.4,3.38,2.44,88213,0.8787,0.7964,0.5515,109480,66753,6205,72958,66.64,0.0254,0.0557,6,0.6664,0.3502,0.6498,0.0851,0.2363,0.2124,0.1927,False,0.1682,0.2856,0.328,0.107,0.4491,0.1024,None,None,0.0463,0.165,0.0581,-0.0227,0.0224,27.1,0.1952,EVM-JP699LWE,146.8,2,0.1193,35.038,52.182,E,0.0,0.2125,Won,0,Low
a3bbf65b-8418-455a-b9fc-26f47a90eef1,Odisha,C0123,Arrah,5,2024-05-20T19:19:52.612233+05:53,Praneel Kala,TRS,Female,52,Post-Graduate,0,2.68,0.33,,3450,0.108,0.5524,0.2498,133092,69847,4378,74225,55.77,0.121,0.4387,8,0.5577,0.5698,0.4302,0.059,0.3444,0.4427,0.3069,True,0.5443,0.4158,0.3989,0.6367,0.5408,0.1284,Physical Intimidation,CCTV Deployment,0.7593,0.6006,0.1217,,0.0911,31.3,0.4327,EVM-DB327KZS,809.0,5,0.4654,78.883,,C,0.0,0.2764,Lost,0,Medium
e4aa855a-4a03-413e-b43e-7367e55a4fe0,Uttar Pradesh,C0289,Jaipur,5,2024-05-21T17:23:52.912905+05:53,Ekani Hari,YSRCP,Male,70,Graduate,0,2.3,0.63,,2791,0.209,0.4529,0.3315,57719,43139,1467,44606,77.28,0.1113,0.01,2,0.7728,0.547,0.453,0.0329,0.3323,0.2528,0.3142,False,0.2794,0.4603,0.379,0.1712,0.5265,0.202,Disinformation Flood,Media Fact-Check,0.6506,0.4804,0.3085,-0.0396,0.1704,11.3,0.2782,EVM-NV337UMS,307.2,2,0.2716,53.974,53.758,D,0.5086,0.2413,Won,0,Low
edb727ef-52cf-42fb-ba21-a5e988542b90,Bihar,C0470,Meerut,4,2024-05-13T21:23:30.381264+05:53,Ayush Dalal,TRS,Male,44,Graduate,4,5.26,0.3,2.09,16352,0.3611,0.4,0.1567,165716,117824,699,118523,71.52,0.0741,0.161,4,0.7152,0.5024,0.4976,0.0059,0.4253,0.3367,0.4159,True,0.5581,0.2944,0.5842,0.6274,0.1184,0.1903,Vote Stuffing,Rapid Response Team,0.7459,0.5646,0.4276,0.0857,0.0,32.6,0.2879,EVM-YJ066HYQ,142.9,1,0.2165,,,D,0.6478,0.4759,Won,1,Medium
10929c52-cec8-41a4-98ce-217574a741d3,Punjab,C0510,Nizamabad,1,2024-04-20T17:34:49.822091+05:53,Vanya Ramanathan,BSP,Male,46,12th Pass,2,2.81,0.83,0.49,28999,0.5726,0.6084,0.3652,90126,59383,5434,64817,71.92,0.0511,0.0401,4,0.7192,0.3374,0.6626,0.0838,0.2505,0.168,0.2905,False,0.3061,0.556,0.3553,0.1854,0.2,0.1179,None,Biometric Auth,0.1196,0.1721,0.092,-0.0484,0.0,,0.088,EVM-HF848PEX,348.6,2,0.2053,86.801,59.299,B,0.7034,0.2122,Won,0,Low
05bc6b2d-4848-4a38-b21a-730b778af310,Uttar Pradesh,C0480,Tirupati,2,2024-04-26T12:27:33.043306+05:53,Tanmayi Goyal,RJD,Male,50,10th Pass,0,1.58,0.77,0.61,14150,0.4877,0.6088,0.7616,426973,248491,76986,325477,76.23,0.1412,0.1807,7,0.7623,0.4113,0.5887,0.2365,0.3606,0.2779,0.3338,False,0.342,0.4553,0.4892,0.2119,0.2443,0.3658,None,None,0.1148,0.2082,0.1201,-0.0211,0.0,26.0,0.2028,EVM-VK852CJE,204.7,7,0.315,13.755,69.049,B,0.3053,0.3205,Lost,0,Medium
4d6cc897-0dbf-4506-8693-02078b96c842,Uttar Pradesh,C0439,Bhilai,2,2024-04-26T04:56:10.213364+05:53,Tarak Dua,TMC,Male,68,Graduate,4,53.58,5.78,13.92,42568,0.7875,0.6315,0.3705,92877,63895,2876,66771,71.89,0.0608,0.5136,5,0.7189,0.4424,0.5576,0.0431,0.3316,0.2672,0.2859,False,0.2915,0.3897,0.5855,0.1944,0.1977,0.1683,Booth Capture,Rapid Response Team,0.6991,0.4589,0.2557,-0.0212,0.0,175.3,0.1581,EVM-QL593UGD,713.8,0,0.1059,43.507,53.948,D,0.202,0.2219,Lost,0,Medium
631ef27d-890e-4fbb-8654-930ca105c789,Rajasthan,C0174,Mango,7,2024-06-01T07:10:09.115198+05:53,Zilmil Hans,JDU,Male,49,Graduate,1,0.68,0.15,0.24,602,0.4796,0.5531,0.4607,152759,120045,10918,130963,85.73,,0.2498,6,0.8573,0.4044,0.5956,0.0834,0.3593,0.451,0.3672,True,0.5409,0.4517,0.3112,0.6824,0.5368,0.1056,Booth Capture,CCTV Deployment,1.0,0.6312,0.1351,0.04,0.0039,20.3,0.4245,EVM-IG291YMP,278.2,2,0.4143,24.103,55.998,B,0.9182,0.2871,Lost,1,Medium
f5062211-8ea4-4d80-9a9d-bb27d7ff05f8,West Bengal,C0346,Bangalore,5,2024-05-20T04:36:32.274955+05:53,Utkarsh Shroff,SAD,Female,55,Graduate,2,0.25,0.03,0.05,26520,0.3249,0.4946,0.3824,40000,21245,866,22111,55.28,0.1475,0.1804,4,0.5528,0.5331,0.4669,0.0392,0.3619,0.4403,0.5221,True,0.7593,0.757,0.3936,0.6943,0.6282,0.2037,Booth Capture,CCTV Deployment,0.947,0.6625,0.4959,0.0629,0.0178,77.3,0.3875,EVM-BO795SFF,382.2,0,0.1742,73.283,36.793,E,0.0,0.4404,Won,0,Medium
f957a6a3-5e50-4149-800f-8c77dcaedae5,Karnataka,C0105,Rohtak,4,2024-05-13T19:43:06.455618+05:53,Jasmit Salvi,TMC,Male,73,12th Pass,0,14.29,2.05,0.87,20748,0.4268,0.7168,0.5397,145151,104605,1556,106161,73.14,0.0692,0.0928,4,0.7314,0.37,0.63,0.0147,0.2343,0.1888,0.2752,False,0.238,0.6738,0.2665,0.2033,0.2324,0.1527,None,None,0.1615,0.1989,0.1082,-0.0633,0.0,35.2,0.1569,EVM-BL291XMB,,3,0.1986,28.54,21.603,A,0.0955,0.1176,Won,0,Low
3631d9c0-39bb-4d6d-a859-27cb54f1262a,Odisha,C0455,Mysore,2,2024-04-27T05:49:12.400597+05:53,Vamakshi Madan,Independent,Male,51,12th Pass,7,0.74,0.12,0.1,19574,0.5687,0.3741,0.6376,86083,62044,1766,63810,74.13,0.0996,0.2016,5,0.7413,0.3002,0.6998,0.0277,0.3147,0.3005,0.3178,True,0.4854,0.2599,0.3428,0.5852,0.1011,0.1349,Bot Network,Media Fact-Check,0.6296,0.4183,0.3819,0.0092,0.0,92.4,0.2009,EVM-CK567MRM,143.8,0,0.0436,99.451,23.567,A,0.4836,0.254,Won,1,Medium
52a0b5f3-62ab-4858-9fbc-5cd0c2997abf,Uttar Pradesh,C0294,Bihar Sharif,1,2024-04-19T01:21:45.788466+05:53,Lipika Nair,SP,Male,60,Graduate,0,4.87,1.59,0.95,55560,0.7939,0.6401,0.4487,216315,147098,21197,168295,77.8,0.1393,0.097,8,0.778,0.3915,0.6085,0.126,0.2938,0.1798,0.2696,False,0.2802,0.3527,0.4608,0.1588,0.1668,0.222,None,None,0.0508,0.1771,0.0884,-0.0063,0.0,115.7,0.1125,EVM-TZ575IGV,426.6,1,0.0547,23.986,55.996,A,0.2929,0.2961,Won,0,Medium
235132ea-fc81-4789-8716-564415830850,Karnataka,C0393,Nanded,7,2024-06-01T19:02:13.731371+05:53,Quincy Malhotra,SP,Male,39,12th Pass,2,3.48,0.93,0.68,9479,0.576,0.5597,0.4572,96062,71304,5063,76367,79.5,0.1237,0.5997,3,0.795,0.5407,0.4593,0.0663,0.2642,0.4303,0.3253,True,0.4666,0.3217,0.4954,0.6252,0.5147,0.1071,Disinformation Flood,Media Fact-Check,0.7703,0.5554,0.4274,-0.0252,0.0553,42.3,0.4725,EVM-RI624PUL,369.5,2,0.1408,61.478,69.28,C,0.1105,0.4004,Won,0,Medium
d25c40cd-100e-4a87-92ef-bb71478795f1,Rajasthan,C0196,Ratlam,7,2024-06-01T20:08:22.965960+05:53,Chaaya Tiwari,SAD,Male,35,12th Pass,0,0.19,0.07,0.05,37917,0.3369,0.5792,0.1184,337459,226551,36398,262949,77.92,0.1115,0.5083,3,0.7792,0.4655,0.5345,0.1384,0.2991,0.2873,0.2564,False,0.2142,0.2205,0.5547,0.094,0.4607,0.2091,Physical Intimidation,Rapid Response Team,0.7505,0.5241,0.3617,0.0268,0.0226,59.5,0.2881,EVM-UR040TTI,288.3,0,0.153,83.908,73.912,B,0.4886,0.3461,Lost,0,Medium
5229adeb-2a89-4d3d-9d6a-a91b887e9d4b,Uttar Pradesh,C0422,Visakhapatnam,1,2024-04-19T18:51:08.542790+05:53,Nachiket Sahota,INC,Male,42,12th Pass,0,1.62,0.57,0.44,7744,0.707,0.5928,0.2018,183921,138348,12555,150903,82.05,0.1712,0.5252,4,0.8205,0.4385,0.5615,0.0832,0.3022,0.2626,0.2828,False,0.334,0.5167,0.5394,0.2093,0.1898,0.1983,Booth Capture,Rapid Response Team,0.6174,0.4591,0.1626,0.0035,0.0,67.5,0.1504,EVM-OM023YMS,233.9,2,0.3532,95.26,50.664,E,0.8633,0.1706,Won,0,Medium
63c56b4a-d41f-4ff5-9396-6a36a701ae3d,Gujarat,C0477,Jodhpur,6,2024-05-25T06:00:32.184382+05:53,Vidhi Sastry,RJD,Female,64,Graduate,0,4.76,2.08,1.41,11520,0.7771,0.6036,0.5015,210071,110331,11771,122102,58.12,0.0977,0.217,2,0.5812,0.5619,0.4381,0.0964,0.5929200000000001,0.4263,0.3968,True,0.6001,0.5605,0.2254,0.7067,0.5477,0.0871,None,Network Firewall,0.055,0.2656,0.1046,-0.0453,0.0747,66.0,0.3984,EVM-YD413AVW,1230.0,2,0.1234,91.784,56.4,C,0.3956,0.097,Won,1,Medium
18cd89ad-8fb2-4781-b8ca-6b96e12f3c73,West Bengal,C0218,Chittoor,3,2024-05-08T12:41:18.414771+05:53,Vamakshi Mangal,BSP,Male,39,Graduate,6,1.99,1.02,0.63,11146,0.8066,0.482,0.5581,50495,24839,603,25442,50.39,0.2107,0.374,6,0.5039,0.7482,0.2518,0.0237,0.4354,0.4226,0.4762,True,0.5477,0.6118,0.4312,0.6865,0.3035,0.2131,Deepfake Campaign,Multi-layer Encryption,0.8198,0.6124,0.2637,-0.0278,0.0,78.6,0.3295,EVM-EC787ZFX,248.1,4,0.3815,21.528,,B,0.2042,0.4236,Lost,1,Medium
12bcadab-830c-415e-9857-59fb398d8d71,Rajasthan,C0153,Thoothukudi,2,2024-04-27T00:24:55.451311+05:53,Hemangini Wagle,SAD,Male,67,Graduate,0,6.12,1.25,2.21,7895,0.4318,0.5284,0.139,49569,37366,4639,42005,84.74,0.2042,0.3134,8,0.8474,0.5826,0.4174,0.1105,0.283,0.3547,0.4254,True,0.5366,0.5888,0.3672,0.6871,0.2414,0.2319,Physical Intimidation,Rapid Response Team,0.576,0.4233,0.2639,-0.0549,0.0,41.7,0.2351,EVM-CE499YWU,242.6,0,0.2177,84.616,57.076,D,0.3818,0.3875,Lost,0,Medium
f8b2c429-a513-4f69-994f-642dbdc495a4,Uttar Pradesh,C0037,Salem,5,2024-05-20T18:35:50.704779+05:53,Reva Prabhu,DMK,Male,37,Post-Graduate,2,0.91,0.25,0.18,11981,0.8422,0.7038,0.5931,89401,52609,11712,64321,71.95,0.049,0.3676,3,0.7195,0.3321,0.6679,0.1821,0.6074,0.5259,0.5283,True,0.5435,0.3428,0.6876,0.7148,0.5239,0.3257,Cyber Intrusion,AI Monitoring,1.0,0.7789,0.4667,-0.0462,0.0168,65.3,0.5172,EVM-ES163YSV,152.2,0,0.2121,81.001,40.192,A,0.4784,0.5186,Won,0,High
67e85382-960f-4bbc-bf37-72545780f25b,Tamil Nadu,C0348,Bhilwara,4,2024-05-13T03:22:30.570501+05:53,Chandani Peri,AAP,Female,56,Graduate,0,2.11,0.97,0.7,36654,0.4098,0.5946,0.356,96980,64861,4105,68966,71.11,0.0456,0.1171,2,0.7111,0.4477,0.5523,0.0595,0.2192,0.1514,0.1923,False,0.1441,0.2239,0.3129,0.0795,0.1672,0.0964,None,AI Monitoring,0.1092,0.1612,0.1127,0.0398,0.0,44.7,0.1523,EVM-WP155DKT,579.5,1,0.4435,64.358,78.764,D,0.3666,0.2599,Lost,0,Low
bb47a8d2-d3d0-4229-820d-c186396d4a8c,West Bengal,C0170,Nagercoil,6,2024-05-25T20:01:25.830344+05:53,Praneel Malhotra,NCP,Female,53,Graduate,2,2.81,0.5,0.49,3811,0.1824,0.4566,0.2805,283134,173962,4997,178959,63.21,0.0644,0.4092,2,0.6321,0.4595,0.5405,0.0279,0.3617,0.353,0.4013,False,0.4156,0.7174,0.4252,0.2315,0.5909,0.1477,Cyber Intrusion,None,1.0,0.7032,0.1319,0.0157,0.2254,154.9,0.3815,EVM-DS680CQD,465.4,5,0.1342,,35.156,A,0.3581,0.2219,Lost,1,Medium
b114d915-aa7a-447d-87dd-e027ad63e1b3,Jharkhand,C0310,Madanapalle,1,2024-04-19T19:47:36.392508+05:53,Saumya Khurana,TMC,Male,38,Graduate,2,4.08,1.68,1.29,629,0.2831,0.5073,0.4322,328122,183751,28198,211949,64.59,0.0341,0.2322,9,0.6459,0.643,0.357,0.133,0.3169,0.2051,0.2482,False,,0.344,0.4631,0.1639,0.1454,0.1953,Cyber Intrusion,AI Monitoring,0.7325,0.5312,0.0707,-0.0355,0.0,32.0,0.0997,EVM-JS424GQJ,184.2,3,0.0823,11.886,39.856,C,0.7219,0.3874,Lost,0,Medium
e6c1773c-a049-4438-8e62-baacddd910ef,Uttar Pradesh,C0354,Malda,2,2024-04-27T18:48:16.713892+05:53,Libni Yohannan,CPM,Male,47,Graduate,5,3.1,1.24,1.1,10830,0.5459,0.5492,0.488,185016,98302,12203,110505,59.73,0.0849,0.3086,8,0.5973,0.2097,0.7903,0.1104,0.2405,0.1827,0.2086,False,0.2125,0.3074,0.4688,0.1003,0.1182,0.2169,Cyber Intrusion,Multi-layer Encryption,0.8329,0.5181,0.1214,0.0276,0.0,30.4,0.1041,EVM-OH007ZWU,140.1,2,0.2186,31.627,,E,0.2903,0.2837,Won,0,Medium
7f7f76db-b36b-4dca-bea9-5f9f39b2a56d,Tamil Nadu,C0250,Faridabad,2,2024-04-27T22:55:18.776802+05:53,Janani Chand,TMC,Male,49,Graduate,0,1.83,0.31,0.13,236073,0.5235,0.5932,0.4611,106576,77289,422,77711,72.92,0.0757,0.2698,5,0.7292,0.2365,0.7635,0.0054,0.2422,0.1645,0.1766,False,0.1263,0.2382,0.3623,0.0882,0.1058,0.1351,Booth Capture,Real-time Audit,0.6664,0.47,0.2492,-0.0127,0.0,76.8,0.1399,EVM-TU034MZX,,1,0.169,24.809,45.312,C,0.4642,0.1861,Lost,0,Low
b6ec8d69-e0ab-492d-823d-d0b26886a7a0,Tamil Nadu,C0379,Raiganj,2,2024-04-26T12:22:40.368194+05:53,Hiral Dhawan,NCP,Male,45,Graduate,0,2.15,0.78,0.22,72374,0.2566,0.559,0.2346,89450,57318,7199,64517,72.13,0.0495,0.3429,2,0.7213,0.5361,0.4639,0.1116,0.2812,0.1868,0.1741,False,0.1151,0.1791,0.3177,0.0688,0.12,0.0985,None,None,0.0,0.1191,0.0562,-0.0393,0.0,35.8,0.1285,EVM-AU516VZJ,75.5,1,0.3281,26.715,60.142,E,0.0,0.0997,Won,0,Low
47a0a3d6-b6cf-4415-ba53-624d632770e4,Madhya Pradesh,C0145,Delhi,4,2024-05-14T13:59:41.617684+05:53,Vritti Johal,JDU,Male,37,Graduate,4,2.56,0.59,0.74,36534,0.6946,0.4814,0.4374,167420,90994,15486,106480,63.6,0.0745,0.0725,7,0.636,0.1836,0.8164,0.1454,0.3864,0.3521,0.4455,True,0.5622,0.4439,0.3456,0.6617,0.2159,0.2258,Booth Capture,CCTV Deployment,0.858,0.6778,0.2877,0.0265,0.0,11.1,0.2957,EVM-WQ515CCC,175.9,2,0.1706,15.482,15.843,D,0.4513,0.4929,Won,1,Medium
6acdf97c-9cc1-489d-a265-26f1eac1dbd5,Karnataka,C0489,Kollam,2,2024-04-26T19:36:27.765301+05:53,Hritik Chadha,DMK,Male,61,10th Pass,2,2.78,,0.59,5267,0.6372,0.5826,0.4557,70259,50012,3536,53548,76.22,0.0914,0.3507,3,0.7622,0.6081,0.3919,0.066,0.2763,0.1965,0.1929,False,0.233,0.2665,0.4976,0.1427,0.1267,0.1013,EVM Tampering,Media Fact-Check,0.7579,0.4898,0.1194,0.0212,0.0,40.1,0.1484,EVM-GW626RQB,480.3,3,0.1222,,,C,0.5526,0.2042,Won,0,Medium
cfe4b2b7-f64d-4bc0-8f75-b9e433c19ba8,Andhra Pradesh,C0092,Satara,3,2024-05-08T06:43:18.511106+05:53,Vasana Wali,INC,Male,36,Graduate,1,7.6,2.74,0.79,2333,0.2409,0.4252,0.2217,99206,50497,33484,83981,84.65,0.1783,0.1055,4,0.8465,0.5498,0.4502,0.3987,0.3744,0.1991,0.3383,False,0.2548,0.3762,0.4823,0.1324,0.1728,0.5344,Deepfake Campaign,Biometric Auth,0.75,0.5551,0.5792,0.0745,0.0,6.6,0.1648,EVM-YJ584SLT,247.3,1,0.1902,99.837,20.726,A,0.4996,0.3598,Won,0,Medium
eb58ab4b-79f4-4d2d-a6b2-cb32cc9e656d,Odisha,C0181,Bhubaneswar,3,2024-05-08T22:49:59.008192+05:53,Wridesh Lad,SP,Male,40,Graduate,4,2.97,1.76,0.32,3899,0.5492,0.4776,0.5673,105698,55605,2159,57764,54.65,0.1317,0.5139,5,0.5465,0.5865,0.4135,0.0374,0.1567,0.2195,0.2069,False,0.3072,0.3124,0.4511,0.1617,0.1493,0.1399,None,None,0.0399,0.1479,0.0328,0.0487,0.0,35.2,0.1675,EVM-KO814CSB,253.8,1,0.0485,29.054,50.055,C,0.7739,0.214,Won,0,Low
4c2f3282-1567-4a76-a59a-b61cbfef7d71,Punjab,C0128,Kulti,5,2024-05-22T00:04:36.631218+05:53,Anusha Mane,BSP,Male,46,Post-Graduate,4,0.82,0.18,0.17,35626,,0.532,0.6324,151441,105071,8787,113858,75.18,0.0829,0.1299,4,0.7518,0.4508,0.5492,0.0772,0.4041,0.4051,0.356,True,0.5272,0.3225,0.2658,0.6312,0.5052,0.1145,Deepfake Campaign,Media Fact-Check,,0.6726,0.4212,0.003,0.149,164.3,0.3705,EVM-YV511JCR,301.8,0,0.1487,57.927,,E,0.5045,0.4793,Won,1,Medium
508ac34b-ce0e-4b28-b786-3e1f6a11fb9f,West Bengal,C0278,Hindupur,4,2024-05-14T02:13:31.665676+05:53,Vedhika Sastry,YSRCP,Female,53,Post-Graduate,0,3.41,1.45,0.37,11013,0.4802,0.604,0.2106,206994,107626,8616,116242,56.16,0.1156,0.0298,6,0.5616,0.632,0.368,0.0741,0.3043,0.1902,0.2887,False,0.2627,0.4667,0.384,0.1705,0.2531,0.204,EVM Tampering,Multi-layer Encryption,0.805,0.5729,0.1865,0.0304,0.0,21.0,0.1817,EVM-WD772WZO,210.0,2,0.3439,80.707,42.323,A,0.4848,0.2297,Lost,0,Medium
94c29c72-fee2-4485-b755-4d45838d3c35,Karnataka,C0442,Imphal,5,2024-05-21T20:12:12.215265+05:53,Sai Reddy,INC,Female,60,Graduate,5,0.52,0.05,,32020,0.5952,0.5005,0.254,133684,86557,10292,96849,72.45,0.0535,0.4373,5,0.7245,0.4058,0.5942,0.1063,0.2976,0.4226,0.3149,True,0.5278,0.3951,0.3182,0.633,0.5457,0.099,Vote Stuffing,Biometric Auth,0.7747,0.5492,0.2636,-0.015,0.1747,126.1,0.4563,EVM-ZI459EOS,236.9,4,0.3177,87.898,47.278,E,0.4233,0.3286,Won,0,Medium
5061e4ee-a71a-4c5b-bb65-88ba99ddf13e,Jharkhand,C0259,Morena,2,2024-04-26T00:30:45.730322+05:53,Sanaya Brahmbhatt,BJP,Female,44,Post-Graduate,0,16.97,11.81,6.6,3425,0.3822,0.4849,0.6236,113417,55574,5925,61499,54.22,0.1519,0.2853,5,0.5422,0.727,0.273,0.0964,0.3121,0.3279,0.3809,True,0.5854,0.3528,0.4858,0.6461,0.147,0.2385,None,None,0.0953,0.2055,0.1192,0.0722,0.0,21.7,0.2247,EVM-EF359QPR,,1,0.3609,41.56,54.025,E,0.1973,0.3168,Won,0,Medium
99920a42-f4c8-4526-ba62-b4cb5a6ab7d4,Delhi,C0348,Bhilwara,2,2024-04-27T16:05:56.742448+05:53,Reyansh Bhavsar,CPM,Male,40,Graduate,1,1.99,0.2,0.24,13995,0.8907,0.6719,0.349,81116,59145,993,60138,74.14,0.1045,0.046,2,0.7414,0.121,0.879,0.0165,0.2027,0.113,0.1829,False,0.2494,0.3636,0.2931,,0.1361,0.1275,None,None,0.0403,0.1104,0.0464,,0.0,17.8,0.0496,EVM-DM600YLF,167.8,0,0.0907,66.823,48.895,A,0.223,0.1485,Won,0,Low
ca83eb68-9b23-4feb-85d3-149c1e256960,Kerala,C0484,Guntakal,1,2024-04-20T22:39:37.690291+05:53,Praneel Tank,DMK,Female,41,Graduate,1,4.76,1.36,1.31,4075,0.5897,0.566,0.6148,140731,72702,701,73403,52.16,0.1531,0.328,7,0.5216,0.6555,0.3445,0.0096,0.266,0.3228,0.2947,True,0.4679,0.2989,0.2292,0.6249,0.166,0.0822,None,None,0.0378,0.1617,0.0737,0.0218,0.0,37.9,0.1613,EVM-HS130OUT,156.6,2,0.0855,65.38,57.321,D,0.1609,0.2825,Won,1,Low
6b25cf5e-86df-4cc6-a340-ce3214fafbc2,Bihar,C0302,Ichalkaranji,1,2024-04-20T21:17:25.848348+05:53,Omya Bhakta,TRS,Female,53,10th Pass,0,3.68,0.92,0.27,42452,0.5237,0.71,0.3331,92053,56201,5168,61369,66.67,0.0181,0.0702,5,0.6667,0.3782,0.6218,0.0842,0.4245,0.3403,0.3888,True,0.5676,0.3116,0.3724,0.6489,0.1357,0.1609,Insider Threat,Real-time Audit,0.7368,0.5322,0.4466,-0.0713,0.0,19.8,0.1847,EVM-ZQ741DRZ,194.9,3,0.1545,37.187,55.603,A,0.4198,0.3822,Won,1,Medium
7d94f284-ec9b-4583-98c8-29432664aded,Maharashtra,C0212,Guwahati,2,2024-04-27T05:32:13.703257+05:53,Yashasvi Vig,SP,Male,40,Graduate,0,4.95,3.16,1.04,3475,0.7471,0.5284,0.6102,240169,116528,4392,120920,50.35,0.1783,0.5469,5,0.5035,0.4966,0.5034,0.0363,0.2251,0.2082,0.1563,False,0.1325,0.1731,0.3687,0.0882,0.1069,0.1224,Cyber Intrusion,AI Monitoring,0.7492,0.5316,0.4573,-0.0374,0.0,37.0,0.1158,EVM-KB211XDM,388.0,2,0.2011,82.074,31.368,B,0.2352,0.2641,Won,0,Low
9f5b8740-49b7-4ab4-926a-7fded1905413,Rajasthan,C0488,Arrah,1,2024-04-19T18:35:55.631808+05:53,Raksha Mandal,SP,Male,47,Graduate,0,1.76,0.35,0.49,2856,0.5917,0.5902,0.4085,138221,102538,5428,107966,78.11,0.1105,0.4044,5,0.7811,0.6744,0.3256,0.0503,0.2383,0.2012,0.1661,False,,0.2356,0.5862,0.0912,0.1154,0.1404,None,Network Firewall,0.1236,0.1974,0.0868,0.0075,0.0,26.0,0.0891,EVM-SO057YAC,126.6,1,0.2375,79.03,70.406,A,0.4558,0.1983,Won,1,Low
c89b2c6c-5a67-4f14-baea-545072859004,Madhya Pradesh,C0484,Singrauli,4,2024-05-14T06:55:51.932360+05:53,Aditya Narayanan,BJP,Male,42,Graduate,5,3.49,,0.46,5845,0.5741,0.5254,0.5724,81711,43404,5212,48616,59.5,0.0833,0.0662,7,0.595,0.1762,0.8238,0.1072,0.3041,0.1548,0.2329,False,0.1935,0.261,0.3634,0.0958,0.1407,0.1624,None,None,0.0879,0.187,,0.0547,0.0,6.8,0.1249,EVM-FK091CFG,321.7,1,0.0482,82.688,60.393,C,0.7439,0.2801,Lost,0,Low
